"Unit","Time","PC","Value"
"20",6,"PC1",44.0559220552696
"20",6,"PC2",70.435768591858
"20",7,"PC1",51.9034363196248
"20",7,"PC2",85.5457744325644
"20",8,"PC1",60.6137428975993
"20",8,"PC2",101.46145811824
"20",9,"PC1",68.6405091419826
"20",9,"PC2",116.197074789086
"20",10,"PC1",76.9998621300589
"20",10,"PC2",132.136817304138
"20",11,"PC1",84.7849344853086
"20",11,"PC2",149.080546484348
"20",12,"PC1",92.8639550385415
"20",12,"PC2",165.562448960477
"20",13,"PC1",101.823360658087
"20",13,"PC2",182.918986181064
"20",14,"PC1",111.275676024717
"20",14,"PC2",199.379720096163
"20",15,"PC1",120.284258210709
"20",15,"PC2",215.203617990852
"20",16,"PC1",129.712900425714
"20",16,"PC2",231.972665949143
"20",17,"PC1",138.574872238483
"20",17,"PC2",250.061309279843
"20",18,"PC1",147.008465474624
"20",18,"PC2",268.40325417362
"20",19,"PC1",155.944956114948
"20",19,"PC2",286.390796639539
"20",20,"PC1",165.109071233341
"20",20,"PC2",304.01039502281
"21",0,"PC1",0
"21",0,"PC2",0
"21",1,"PC1",9.88908679164203
"21",1,"PC2",12.963570857
"21",2,"PC1",21.5737351025684
"21",2,"PC2",29.1085280573449
"21",3,"PC1",32.6290462798598
"21",3,"PC2",46.5450698593425
"21",4,"PC1",45.9786607762939
"21",4,"PC2",65.4696623132066
"21",5,"PC1",59.1468432884885
"21",5,"PC2",87.7229429920451
"21",6,"PC1",71.9051431991616
"21",6,"PC2",111.433860667279
"21",7,"PC1",85.4317083850497
"21",7,"PC2",134.359843379927
"21",8,"PC1",97.425938372026
"21",8,"PC2",157.33614621984
"21",9,"PC1",110.185647120415
"21",9,"PC2",180.695674407016
"21",10,"PC1",124.14145794261
"21",10,"PC2",202.735345316063
"21",11,"PC1",139.272036683208
"21",11,"PC2",227.49190792492
"21",12,"PC1",152.75686944347
"21",12,"PC2",251.638214343435
"21",13,"PC1",166.096800058335
"21",13,"PC2",276.431844121349
"21",14,"PC1",179.06748021885
"21",14,"PC2",297.825660350777
"21",15,"PC1",191.40631397252
"21",15,"PC2",323.14139878377
"21",16,"PC1",204.804838460753
"21",16,"PC2",348.448480647101
"21",17,"PC1",219.736244504699
"21",17,"PC2",373.54734024596
"21",18,"PC1",233.716537012374
"21",18,"PC2",400.249191043686
"21",19,"PC1",246.724386520664
"21",19,"PC2",424.984173876162
"21",20,"PC1",260.998212729321
"21",20,"PC2",452.287164890732
"22",0,"PC1",0
"22",0,"PC2",0
"22",1,"PC1",5.99647076481789
"22",1,"PC2",8.49864809054882
"22",2,"PC1",13.1756780032452
"22",2,"PC2",20.5488065372206
"22",3,"PC1",20.6538992922533
"22",3,"PC2",33.7248807231228
"22",4,"PC1",28.3364452674104
"22",4,"PC2",46.73085229728
"22",5,"PC1",36.6287148596097
"22",5,"PC2",59.7919443068576
"22",6,"PC1",44.9918602590841
"22",6,"PC2",73.8366992594872
"22",7,"PC1",53.3730265270795
"22",7,"PC2",88.7729282200154
"22",8,"PC1",61.9931832777673
"22",8,"PC2",103.795976416807
"22",9,"PC1",70.3853430842144
"22",9,"PC2",120.757402699549
"22",10,"PC1",78.7236892499427
"22",10,"PC2",135.722758352179
"22",11,"PC1",87.5805488558829
"22",11,"PC2",150.926883500299
"22",12,"PC1",96.4995791866124
"22",12,"PC2",168.483157908851
"22",13,"PC1",105.428524809946
"22",13,"PC2",186.486151463957
"22",14,"PC1",114.334151403371
"22",14,"PC2",203.831833123907
"22",15,"PC1",123.209840842158
"22",15,"PC2",222.868360884983
"22",16,"PC1",132.011932272288
"22",16,"PC2",240.494113484709
"22",17,"PC1",141.305746018668
"22",17,"PC2",258.333172257995
"22",18,"PC1",150.243896946267
"22",18,"PC2",277.450510933173
"22",19,"PC1",160.168260639382
"22",19,"PC2",295.775423695098
"22",20,"PC1",169.726195818234
"22",20,"PC2",314.257169806287
"23",0,"PC1",0
"23",0,"PC2",0
"23",1,"PC1",7.50252972319343
"23",1,"PC2",9.22068019393523
"23",2,"PC1",16.9956365171956
"23",2,"PC2",18.2833778316958
"23",3,"PC1",26.1244284426175
"23",3,"PC2",30.1266525414881
"23",4,"PC1",33.9048015534001
"23",4,"PC2",42.0574249838624
"23",5,"PC1",42.7896193622266
"23",5,"PC2",55.0952249832425
"23",6,"PC1",53.5641734097092
"23",6,"PC2",70.728781325254
"23",7,"PC1",64.0816669655467
"23",7,"PC2",83.3298183132651
"23",8,"PC1",73.3376529391922
"23",8,"PC2",100.165078503024
"23",9,"PC1",82.8102292580743
"23",9,"PC2",115.80150576067
"23",10,"PC1",92.9594325930038
"23",10,"PC2",131.65648849932
"23",11,"PC1",102.753272452714
"23",11,"PC2",146.672446204198
"23",12,"PC1",113.578529696724
"23",12,"PC2",162.335064984226
"23",13,"PC1",123.968512109883
"23",13,"PC2",179.621947148257
"23",14,"PC1",134.837224301963
"23",14,"PC2",195.558966877208
"23",15,"PC1",145.586295972716
"23",15,"PC2",213.962032356269
"23",16,"PC1",157.379545101424
"23",16,"PC2",233.074750887001
"23",17,"PC1",168.717328106618
"23",17,"PC2",250.395402539456
"23",18,"PC1",179.230017778163
"23",18,"PC2",271.221049456834
"23",19,"PC1",190.071860735228
"23",19,"PC2",289.359448204994
"23",20,"PC1",199.874183986137
"23",20,"PC2",305.574720832388
"24",0,"PC1",0
"24",0,"PC2",0
"24",1,"PC1",7.2385740406743
"24",1,"PC2",9.33220680295847
"24",2,"PC1",15.4828724794898
"24",2,"PC2",21.6941608811918
"24",3,"PC1",24.4793345835945
"24",3,"PC2",35.4932177044758
"24",4,"PC1",33.5917278427167
"24",4,"PC2",50.3761727506354
"24",5,"PC1",42.9807530207539
"24",5,"PC2",65.2899176803231
"24",6,"PC1",52.822772277916
"24",6,"PC2",81.3202226851783
"24",7,"PC1",62.4654091898627
"24",7,"PC2",97.8658054481973
"24",8,"PC1",72.0695740808105
"24",8,"PC2",114.846623502488
"24",9,"PC1",82.255441959652
"24",9,"PC2",132.742848286265
"24",10,"PC1",92.5198912128293
"24",10,"PC2",150.459002110869
"24",11,"PC1",102.716383089111
"24",11,"PC2",168.745945136727
"24",12,"PC1",112.982768488735
"24",12,"PC2",187.484746739413
"24",13,"PC1",123.638912695781
"24",13,"PC2",206.037089739914
"24",14,"PC1",134.407255038538
"24",14,"PC2",224.994532521986
"24",15,"PC1",144.515513565051
"24",15,"PC2",244.762148550579
"24",16,"PC1",154.902095803952
"24",16,"PC2",265.303077106287
"24",17,"PC1",165.570814197034
"24",17,"PC2",285.464339906577
"24",18,"PC1",176.311141353938
"24",18,"PC2",305.706295897725
"24",19,"PC1",187.249078158834
"24",19,"PC2",326.11223096113
"24",20,"PC1",198.097513750039
"24",20,"PC2",346.798317718225
"25",0,"PC1",0
"25",0,"PC2",0
"25",1,"PC1",6.58902651385723
"25",1,"PC2",7.15496821733206
"25",2,"PC1",13.7599122133165
"25",2,"PC2",18.1339672242764
"25",3,"PC1",22.2548965997055
"25",3,"PC2",28.4245884140109
"25",4,"PC1",30.0553611803743
"25",4,"PC2",42.0892047996058
"25",5,"PC1",37.891803011199
"25",5,"PC2",54.4906973145415
"25",6,"PC1",46.6548096680324
"25",6,"PC2",69.3576656379664
"25",7,"PC1",55.6921349956725
"25",7,"PC2",83.3720156128777
"25",8,"PC1",64.6434420177005
"25",8,"PC2",99.2608971517503
"25",9,"PC1",74.1587568393274
"25",9,"PC2",114.534506164817
"25",10,"PC1",83.7181241217419
"25",10,"PC2",131.027330226866
"25",11,"PC1",93.2397665856488
"25",11,"PC2",147.496639557858
"25",12,"PC1",102.217374127581
"25",12,"PC2",165.086813202314
"25",13,"PC1",111.818879248607
"25",13,"PC2",180.578553317916
"25",14,"PC1",121.495048688284
"25",14,"PC2",195.804621387749
"25",15,"PC1",130.274998707926
"25",15,"PC2",212.02474737347
"25",16,"PC1",139.403646687226
"25",16,"PC2",229.392829891198
"25",17,"PC1",148.947536247763
"25",17,"PC2",247.054369198493
"25",18,"PC1",159.361126023447
"25",18,"PC2",263.759168746332
"25",19,"PC1",169.328508215056
"25",19,"PC2",281.481388790395
"25",20,"PC1",178.707792822409
"25",20,"PC2",300.913736124631
"26",0,"PC1",0
"26",0,"PC2",0
"26",1,"PC1",6.44765540587007
"26",1,"PC2",6.71398175326217
"26",2,"PC1",13.9375868240403
"26",2,"PC2",16.6724212729474
"26",3,"PC1",21.6559859943329
"26",3,"PC2",25.856460854654
"26",4,"PC1",29.810822511199
"26",4,"PC2",36.5889151116898
"26",5,"PC1",38.2569422340511
"26",5,"PC2",48.2179106482732
"26",6,"PC1",46.7310606073629
"26",6,"PC2",59.9221270606425
"26",7,"PC1",55.7262724219745
"26",7,"PC2",72.6623011736374
"26",8,"PC1",64.0355371634609
"26",8,"PC2",85.301770981571
"26",9,"PC1",72.7110468334049
"26",9,"PC2",97.4258559093598
"26",10,"PC1",81.1678651930225
"26",10,"PC2",111.066939517404
"26",11,"PC1",89.8016188366127
"26",11,"PC2",124.638533535015
"26",12,"PC1",98.9862577848777
"26",12,"PC2",138.081482904385
"26",13,"PC1",108.087046761133
"26",13,"PC2",151.77550033219
"26",14,"PC1",117.033288437283
"26",14,"PC2",166.433049852321
"26",15,"PC1",126.051425335416
"26",15,"PC2",180.290010638002
"26",16,"PC1",135.621596271448
"26",16,"PC2",194.645412554896
"26",17,"PC1",144.536283042182
"26",17,"PC2",209.910896042748
"26",18,"PC1",153.721961421679
"26",18,"PC2",224.539527736975
"26",19,"PC1",162.771451465095
"26",19,"PC2",240.670151528506
"26",20,"PC1",171.609065850161
"26",20,"PC2",255.956731830137
"27",0,"PC1",0
"27",0,"PC2",0
"27",1,"PC1",5.96392212733881
"27",1,"PC2",8.60224938389734
"27",2,"PC1",12.8352670732724
"27",2,"PC2",19.5577923706661
"27",3,"PC1",20.1499753100008
"27",3,"PC2",31.9728276265434
"27",4,"PC1",28.931775769505
"27",4,"PC2",45.3441310267605
"27",5,"PC1",37.1773185296886
"27",5,"PC2",59.2555276243553
"27",6,"PC1",46.0878324134036
"27",6,"PC2",72.2054886783896
"27",7,"PC1",54.7328668797982
"27",7,"PC2",87.0588924721505
"27",8,"PC1",62.8462209815462
"27",8,"PC2",99.7263426875326
"27",9,"PC1",70.7939996011661
"27",9,"PC2",115.918396318616
"27",10,"PC1",78.9935299757407
"27",10,"PC2",130.140761644805
"27",11,"PC1",87.2182996990956
"27",11,"PC2",145.420951619666
"27",12,"PC1",95.031620270289
"27",12,"PC2",159.975744296662
"27",13,"PC1",104.113317882052
"27",13,"PC2",176.645913118003
"27",14,"PC1",112.269002358333
"27",14,"PC2",194.682650641054
"27",15,"PC1",121.613582468773
"27",15,"PC2",211.564088826388
"27",16,"PC1",130.839988260949
"27",16,"PC2",228.260317346671
"27",17,"PC1",139.110866689417
"27",17,"PC2",244.916433545848
"27",18,"PC1",148.103329337224
"27",18,"PC2",262.447587387314
"27",19,"PC1",157.523242669691
"27",19,"PC2",280.45599560106
"27",20,"PC1",167.236941945237
"27",20,"PC2",299.193176404947
"28",0,"PC1",0
"28",0,"PC2",0
"28",1,"PC1",6.52527953169426
"28",1,"PC2",6.47503805331142
"28",2,"PC1",14.0856951465339
"28",2,"PC2",14.0470383101914
"28",3,"PC1",23.7233001716078
"28",3,"PC2",20.3151481659721
"28",4,"PC1",31.8503486309445
"28",4,"PC2",29.3275531083086
"28",5,"PC1",39.3403511802389
"28",5,"PC2",39.7163695532595
"28",6,"PC1",47.0619952211582
"28",6,"PC2",48.3628655420698
"28",7,"PC1",56.4519176825387
"28",7,"PC2",58.2931267668276
"28",8,"PC1",66.3516349945366
"28",8,"PC2",67.5658484488353
"28",9,"PC1",74.9571289888006
"28",9,"PC2",75.2465615110337
"28",10,"PC1",82.525352122461
"28",10,"PC2",83.8703671970682
"28",11,"PC1",90.9973012273925
"28",11,"PC2",96.0064129354347
"28",12,"PC1",101.783239319459
"28",12,"PC2",105.52257688673
"28",13,"PC1",111.378588806537
"28",13,"PC2",117.670819848547
"28",14,"PC1",122.264749633992
"28",14,"PC2",130.274512817345
"28",15,"PC1",132.006693224276
"28",15,"PC2",141.733297634689
"28",16,"PC1",141.972054759313
"28",16,"PC2",155.714327421697
"28",17,"PC1",150.987787214408
"28",17,"PC2",166.067810037269
"28",18,"PC1",160.925512664871
"28",18,"PC2",180.618010403008
"28",19,"PC1",171.048145979034
"28",19,"PC2",192.894137711909
"28",20,"PC1",182.092186794648
"28",20,"PC2",204.102516669716
"29",0,"PC1",0
"29",0,"PC2",0
"29",1,"PC1",6.38500916498727
"29",1,"PC2",7.39409884303664
"29",2,"PC1",13.3165301399831
"29",2,"PC2",16.5419903718476
"29",3,"PC1",21.2330773488989
"29",3,"PC2",27.3018837555549
"29",4,"PC1",28.7695793423177
"29",4,"PC2",37.8751325493171
"29",5,"PC1",37.1516151268952
"29",5,"PC2",49.568044037434
"29",6,"PC1",45.3707195516352
"29",6,"PC2",61.5164276051519
"29",7,"PC1",54.1037211675482
"29",7,"PC2",73.7060651514535
"29",8,"PC1",62.6002104985995
"29",8,"PC2",86.024746616019
"29",9,"PC1",71.1176667210345
"29",9,"PC2",99.6303265262221
"29",10,"PC1",80.005347180967
"29",10,"PC2",113.253751713579
"29",11,"PC1",88.6684799010699
"29",11,"PC2",127.751446344442
"29",12,"PC1",97.6629810485418
"29",12,"PC2",141.416024024743
"29",13,"PC1",106.613973935976
"29",13,"PC2",155.736070284206
"29",14,"PC1",115.897250800985
"29",14,"PC2",170.001166080575
"29",15,"PC1",124.873006505234
"29",15,"PC2",184.554971346889
"29",16,"PC1",134.101889651593
"29",16,"PC2",198.966185764805
"29",17,"PC1",143.480888992217
"29",17,"PC2",213.302529559865
"29",18,"PC1",153.313034898116
"29",18,"PC2",227.299489133841
"29",19,"PC1",162.285033066462
"29",19,"PC2",243.116324248975
"29",20,"PC1",171.841868186521
"29",20,"PC2",258.209688292872
"30",0,"PC1",0
"30",0,"PC2",0
"30",1,"PC1",5.498313134606
"30",1,"PC2",7.31621382979989
"30",2,"PC1",11.6654539338893
"30",2,"PC2",16.3653327237264
"30",3,"PC1",18.2359392994413
"30",3,"PC2",27.0518114615401
"30",4,"PC1",24.7490494999033
"30",4,"PC2",37.2692699315703
"30",5,"PC1",33.420587776223
"30",5,"PC2",49.1953618784518
"30",6,"PC1",41.0238342540228
"30",6,"PC2",61.8457432501938
"30",7,"PC1",48.102194355005
"30",7,"PC2",73.9426448923729
"30",8,"PC1",55.3085812451984
"30",8,"PC2",86.7710295804335
"30",9,"PC1",62.0074354524689
"30",9,"PC2",99.0616501053262
"30",10,"PC1",69.9913936718853
"30",10,"PC2",112.530863715428
"30",11,"PC1",77.9631194805235
"30",11,"PC2",127.747952679733
"30",12,"PC1",85.848595232559
"30",12,"PC2",142.102923129884
"30",13,"PC1",92.8835218062904
"30",13,"PC2",155.9759744821
"30",14,"PC1",101.11987169011
"30",14,"PC2",171.910150151128
"30",15,"PC1",109.301846548544
"30",15,"PC2",186.731383397626
"30",16,"PC1",117.307165586822
"30",16,"PC2",200.131355671884
"30",17,"PC1",125.574023583431
"30",17,"PC2",214.158454629532
"30",18,"PC1",134.465588361751
"30",18,"PC2",228.796732376296
"30",19,"PC1",142.875493839706
"30",19,"PC2",243.184060748282
"30",20,"PC1",150.714067634043
"30",20,"PC2",259.380865076845
